KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-05-28,8.9691237218711E+01,D,5.4102105789919E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-06-30,8.8227656629905E+01,D,6.2624852447398E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-07-30,8.8111949498756E+01,D,6.3108115828151E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-08-31,8.9669935157797E+01,D,5.4442743128001E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-09-30,8.9786248634852E+01,D,5.3943072399847E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-10-29,9.0523873708226E+01,D,4.9574555868466E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-11-30,9.0368471375118E+01,D,5.0568102470471E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1971-12-31,9.0787822885248E+01,D,4.8256404757838E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-01-31,9.0831558876584E+01,D,4.8015922924217E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-02-29,9.0908907715298E+01,D,4.7656097469039E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-03-30,8.9554336572713E+01,D,5.5237984617674E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-04-28,9.0262594311973E+01,D,5.1083570873133E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-05-31,9.0585705698302E+01,D,4.9436879568086E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-06-30,8.9731223209126E+01,D,5.4324533074656E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-07-31,9.0042547424787E+01,D,5.2443939102106E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-08-31,8.9363869511895E+01,D,5.6303993541937E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-09-29,8.9056894637548E+01,D,5.7868106241555E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-10-31,8.9129761073060E+01,D,5.7538444252926E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-11-30,8.9345861434654E+01,D,5.6404898957830E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1972-12-29,8.8811672313791E+01,D,5.9163958166108E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-01-31,8.8322845943403E+01,D,6.2085690443699E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-02-28,8.7779247875844E+01,D,6.5172535025419E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-03-30,8.7269669003092E+01,D,6.7990471368301E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-04-30,8.7579749012684E+01,D,6.6310195212626E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-05-31,8.7424850986629E+01,D,6.7287478328503E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-06-29,8.6981783350537E+01,D,6.9640340489298E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-07-31,8.5281400912797E+01,D,7.9606899245819E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-08-31,8.5837170169133E+01,D,7.6568808224407E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-09-28,8.6974012613131E+01,D,6.9589753534670E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-10-31,8.7421710255858E+01,D,6.7213266538138E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-11-30,8.7503700687263E+01,D,6.6927917096143E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1973-12-31,8.7478510451558E+01,D,6.6888508813606E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-01-31,8.7529161417727E+01,D,6.6690444119538E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-02-28,8.7275862964559E+01,D,6.8141467003690E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-03-29,8.5701828618540E+01,D,7.6832263835664E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-04-30,8.4944776545299E+01,D,8.1472807816426E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-05-31,8.5300799684473E+01,D,7.9711569677981E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-06-28,8.4697078865219E+01,D,8.2704655699131E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-07-31,8.4591843914316E+01,D,8.3666165827813E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-08-30,8.4064066168604E+01,D,8.6558348534057E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-09-30,8.5136678381422E+01,D,8.0346057116513E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-10-31,8.5740544992742E+01,D,7.7027701584979E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-11-29,8.6567302352363E+01,D,7.1926947894469E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1974-12-31,8.6625019754724E+01,D,7.1692541458904E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-01-31,8.7545883526096E+01,D,6.6412597484084E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-02-28,8.8318253360709E+01,D,6.2026722022617E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-03-31,8.7470419531327E+01,D,6.6843190316977E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-04-30,8.6275494508656E+01,D,7.3812292624071E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-05-30,8.7296669914977E+01,D,6.7743337975894E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-06-30,8.6813519984274E+01,D,7.0607186161061E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-07-31,8.6024377219804E+01,D,7.5372987534613E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-08-29,8.5765199561217E+01,D,7.6464195498510E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-09-30,8.5188442779453E+01,D,8.0042557631007E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-10-31,8.7079686069099E+01,D,6.9078649268202E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-11-28,8.6654800068833E+01,D,7.1325769236524E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1975-12-31,8.7608895225393E+01,D,6.6143824766045E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-01-30,8.8102604488438E+01,D,6.3161002933762E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-02-27,8.7488548342092E+01,D,6.6648541446000E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-03-31,8.7606845793504E+01,D,6.6155521385750E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-04-30,8.7733747193701E+01,D,6.5611539530246E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-05-28,8.6510372188959E+01,D,7.2156402808632E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-06-30,8.7082005235395E+01,D,6.9159961189448E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-07-30,8.7524971599123E+01,D,6.6531882443483E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-08-31,8.7849662021633E+01,D,6.4771609291705E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-09-30,8.8314446596762E+01,D,6.2218472555176E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-10-29,8.8744235744845E+01,D,5.9542725178451E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-11-30,8.9896305092036E+01,D,5.3256672777488E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1976-12-31,8.9969854596303E+01,D,5.2992948856483E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-01-31,8.8556424092356E+01,D,6.0765138381935E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-02-28,8.8712972012493E+01,D,5.9882030726171E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-03-31,8.8857297043000E+01,D,5.9150281281910E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-04-29,8.8675619971799E+01,D,6.0010391079951E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-05-31,8.8548226673522E+01,D,6.0811424116410E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-06-30,8.8757109651245E+01,D,5.9715127543228E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-07-29,8.8004512921842E+01,D,6.3716480592331E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-08-31,8.7843412969873E+01,D,6.4807177294387E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-09-30,8.7499613011446E+01,D,6.6951338971945E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-10-31,8.6902087921613E+01,D,7.0194063644737E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-11-30,8.6965074068325E+01,D,6.9831797712821E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1977-12-30,8.6778238606636E+01,D,7.0810151520542E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-01-31,8.6370540745301E+01,D,7.3261765957718E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-02-28,8.6188798933628E+01,D,7.4213317896603E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-03-31,8.5964616262596E+01,D,7.5513763307607E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-04-28,8.5832203491131E+01,D,7.6075321881613E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-05-31,8.5322396547504E+01,D,7.9366601924733E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-06-30,8.4703258966225E+01,D,8.2894500372858E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-07-31,8.4724292234447E+01,D,8.2770527058243E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-08-31,8.4792778102441E+01,D,8.2593046443762E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-09-29,8.4452266897868E+01,D,8.4260999913379E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-10-31,8.3114738724311E+01,D,9.2347566024151E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-11-30,8.3070787862766E+01,D,9.2865751211323E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-12-29,8.2416883173643E+01,D,9.6294210558371E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-01-31,8.2913287483321E+01,D,9.3687426708982E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-02-28,8.2520956360422E+01,D,9.6058954207110E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-03-30,8.2765099404334E+01,D,9.4323440923915E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-04-30,8.2456703352664E+01,D,9.6316479020303E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-05-31,8.3088760416550E+01,D,9.2757438401524E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-06-29,8.4102986119782E+01,D,8.6327544618674E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-07-31,8.3427484775099E+01,D,9.0472254291986E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-08-31,8.2595709641213E+01,D,9.5475436104498E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-09-28,8.2185339603319E+01,D,9.7695139828373E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-10-31,7.9233732881152E+01,D,1.1638402881471E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-11-30,8.0282145460891E+01,D,1.0966124827200E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-12-31,8.0490959204213E+01,D,1.0836421412756E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-01-31,7.9689213538518E+01,D,1.1367369111143E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-02-29,7.6122612969162E+01,D,1.3678717402832E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-03-31,7.5604936420707E+01,D,1.3982430418207E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-04-30,8.1037208285811E+01,D,1.0513088761833E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-05-30,8.3969591730982E+01,D,8.7597725592149E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-06-30,8.3958641747464E+01,D,8.7422934271540E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-07-31,8.2765328953157E+01,D,9.4710212309430E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-08-29,7.9992636275044E+01,D,1.1131283696800E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-09-30,7.9128946096237E+01,D,1.1704571754645E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-10-31,7.7746781995429E+01,D,1.2620227771103E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-11-28,7.6858890271128E+01,D,1.3123996114941E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-12-31,7.8048727411593E+01,D,1.2391842197189E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-01-30,7.7795435389213E+01,D,1.2537197173912E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-02-27,7.6815880528772E+01,D,1.3169898555345E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-03-31,7.7692003657612E+01,D,1.2620892346992E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-04-30,7.5185650039524E+01,D,1.4280051562025E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-05-29,7.5835345479255E+01,D,1.3792497796751E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-06-30,7.5596994363718E+01,D,1.3987683034331E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-07-31,7.3941726701529E+01,D,1.5136113475170E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-08-31,7.3140625008701E+01,D,1.5639311396437E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-09-30,7.3209537311617E+01,D,1.5592224118283E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-10-30,7.5608240209096E+01,D,1.3961120780345E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-11-30,7.9332181250976E+01,D,1.1576316156835E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-12-31,7.6813587126779E+01,D,1.3207524777373E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-01-29,7.6376543896595E+01,D,1.3437911816467E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-02-26,7.5943912068499E+01,D,1.3702444674374E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-03-31,7.5847259678268E+01,D,1.3822430450834E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-04-30,7.6345307682689E+01,D,1.3476719488948E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-05-28,7.7030380473863E+01,D,1.2977405422792E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-06-30,7.5481729182740E+01,D,1.4063977829943E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-07-30,7.7369969157010E+01,D,1.2793523352046E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-08-31,7.9237923919017E+01,D,1.1619840663922E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-09-30,8.0344289379649E+01,D,1.0957468629339E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-10-29,8.1935621799346E+01,D,9.9210460970120E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-11-30,8.2343626765079E+01,D,9.7001683461419E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-12-31,8.3056821130191E+01,D,9.2695630193756E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-01-31,8.2910375605896E+01,D,9.3576799663802E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-02-28,8.3281736592577E+01,D,9.1345324401177E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-03-31,8.2438902173635E+01,D,9.6688823727421E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-04-29,8.3142991197483E+01,D,9.2051942523810E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-05-31,8.2194126839253E+01,D,9.7909046360231E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-06-30,8.1836510128399E+01,D,1.0036083444771E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-07-29,8.0681215568925E+01,D,1.0689291904518E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-08-31,8.0502922561236E+01,D,1.0843834855703E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-09-30,8.1405064479866E+01,D,1.0272562911291E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-10-31,8.1321884867675E+01,D,1.0323609054045E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-11-30,8.1229572878076E+01,D,1.0394540355930E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-12-30,8.0965431566373E+01,D,1.0528549563230E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-01-31,8.1299640514672E+01,D,1.0337268945084E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-02-29,8.0674055265412E+01,D,1.0737657924735E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-03-30,7.9790539942828E+01,D,1.1272819595732E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-04-30,7.9321450315803E+01,D,1.1583079906951E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-05-31,7.7708299484580E+01,D,1.2627704206914E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-06-29,7.7432958839474E+01,D,1.2770389913265E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-07-31,7.8304573584658E+01,D,1.2228208682715E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-08-31,7.8451310063354E+01,D,1.2167937735044E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-09-28,7.9037725384785E+01,D,1.1730108538538E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-10-31,8.0538436675599E+01,D,1.0821782064354E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-11-30,8.1542221923473E+01,D,1.0230491169978E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-12-31,8.2223702576756E+01,D,9.7863286488137E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-01-31,8.2420447576493E+01,D,9.6800918747691E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-02-28,8.1239686363580E+01,D,1.0402565576302E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-03-29,8.1520500641327E+01,D,1.0187871049472E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-04-30,8.2258268967361E+01,D,9.7653133419145E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-05-31,8.3995542685828E+01,D,8.7442799094271E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-06-28,8.4186596842046E+01,D,8.5832075529061E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-07-31,8.3802591066893E+01,D,8.8353129662698E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-08-30,8.3771737131932E+01,D,8.8416132820684E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-09-30,8.4019826246574E+01,D,8.7058694124892E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-10-31,8.4324756193697E+01,D,8.5364285464790E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-11-29,8.4693391833873E+01,D,8.2952669375702E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-12-31,8.5467248270145E+01,D,7.8518472299970E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-01-31,8.5544733420282E+01,D,7.8279843275350E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-02-28,8.5975770787093E+01,D,7.5448977683537E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-03-31,8.7220507928979E+01,D,6.8271827170700E+00
