YEAR,MONTH,dp,dg,rf,re
1965,1,-3.57267174,0.044406649,0.02478844,0.149440756
1965,2,-3.564466906,0.042542475,0.025187323,0.139370888
1965,3,-3.54447254,0.039428081,0.022485651,0.109744991
1965,4,-3.575924836,0.033755862,0.019495257,0.135380929
1965,5,-3.550497638,0.045833198,0.019993836,0.11487143
1965,6,-3.488346457,0.040491446,0.017374009,0.044968314
1965,7,-3.507243835,0.045551809,0.02069432,0.044847478
1965,8,-3.514729499,0.046156193,0.017972185,0.082933496
1965,9,-3.542272537,0.059736934,0.021491917,0.087374374
1965,10,-3.570410669,0.063575204,0.018531759,0.103358743
1965,11,-3.53987351,0.08253196,0.022340121,0.107594859
1965,12,-3.554501038,0.068755559,0.019389874,0.114204878
1966,1,-3.563045618,0.06907766,0.020386585,0.087409392
1966,2,-3.535789868,0.065699918,0.014615352,0.065742238
1966,3,-3.505103054,0.064682938,0.01489449,0.054914659
1966,4,-3.524825952,0.064221399,0.012172114,0.04215393
1966,5,-3.452577907,0.061323574,0.013168527,-0.005423218
1966,6,-3.440291827,0.056892401,0.016725471,0.04039005
1966,7,-3.422830638,0.059988421,0.014042488,0.007674456
1966,8,-3.321005888,0.054062675,0.008704551,-0.104181363
1966,9,-3.31415214,0.050458876,0.009601367,-0.14194225
1966,10,-3.35548868,0.047607189,0.008058048,-0.133017422
1966,11,-3.364815773,0.021404041,0.00855618,-0.119669377
1966,12,-3.367662716,0.028120115,0.012403243,-0.124828882
1967,1,-3.435412757,0.03966454,0.012901226,-0.056264141
1967,2,-3.44082939,0.0329355,0.019270486,-0.030489391
1967,3,-3.485142574,0.022557679,0.019455326,0.032786276
1967,4,-3.522513861,0.024828583,0.022441463,0.051614139
1967,5,-3.463279785,0.02209748,0.018627818,0.063645534
1967,6,-3.490916789,0.019712938,0.017615053,0.100355744
1967,7,-3.536713422,0.017229826,0.017299532,0.159805833
1967,8,-3.517813456,0.010420683,0.019448569,0.236461007
1967,9,-3.547889821,0.011150757,0.01567081,0.273267242
1967,10,-3.50857782,0.025448194,0.018199129,0.20803736
1967,11,-3.521097384,0.010196867,0.014837679,0.195616776
1967,12,-3.552422636,0.006955859,0.011186012,0.219968033
1968,1,-3.50273421,-0.000839106,0.005004882,0.096152725
1968,2,-3.454701075,0.004317393,0.002375502,0.049296921
1968,3,-3.468880506,-0.002129645,0.002391079,0.012284801
1968,4,-3.544931437,0.008142265,0.00360148,0.059021539
1968,5,-3.575850027,-0.013638737,0.004910652,0.126538522
1968,6,-3.581397499,-0.009603369,0.00373223,0.108333712
1968,7,-3.54413845,0.000294389,0.002676903,0.036203375
1968,8,-3.557810166,-0.00840076,0.003901209,0.059698518
1968,9,-3.603366439,-0.013533472,0.005124659,0.068810848
1968,10,-3.593861769,-0.010460723,0.002912529,0.101944067
1968,11,-3.652538112,-0.005815356,0.003644307,0.151220254
1968,12,-3.598949836,0.010076609,0.004773857,0.083588848
1969,1,-3.603465278,-0.010821445,0.009137269,0.116774705
1969,2,-3.531802023,-0.010891324,0.007160311,0.0950421
1969,3,-3.554941436,-0.000284259,0.002531703,0.113958845
1969,4,-3.575873492,-0.018284713,0.00091326,0.04026372
1969,5,-3.555881049,0.009587643,0.001363598,0.017774741
1969,6,-3.479550394,0.011362461,0.002460753,-0.060128815
1969,7,-3.412509905,-0.00322592,0.003255778,-0.102427572
1969,8,-3.456316189,-0.003215026,0.00149328,-0.073650591
1969,9,-3.42298166,0.007915092,0.00353737,-0.140375225
1969,10,-3.472921796,-0.00512592,0.005434569,-0.095511232
1969,11,-3.446738855,-0.013223802,0.003911141,-0.187670398
1969,12,-3.430670657,-0.037811974,0.003501682,-0.174238646
1970,1,-3.349068899,-0.022320393,0.004361682,-0.242202273
1970,2,-3.406301092,-0.040106388,0.006278287,-0.132981726
1970,3,-3.390177462,-0.033975441,0.010468268,-0.165592208
1970,4,-3.286753883,-0.042380186,0.007871955,-0.294806334
1970,5,-3.234544129,-0.081082993,0.008526441,-0.363797309
1970,6,-3.175952482,-0.08359466,0.009534142,-0.346286439
1970,7,-3.236606781,-0.073041421,0.00974287,-0.21040001
1970,8,-3.296005907,-0.085337332,0.0154614,-0.209286006
1970,9,-3.338760437,-0.094221441,0.012249969,-0.143576697
1970,10,-3.314536901,-0.09352,0.011144638,-0.216199123
1970,11,-3.372173093,-0.094674806,0.010831868,-0.135501209
1970,12,-3.436406951,-0.09480389,0.008924833,-0.057394426
1971,1,-3.481413799,-0.090217594,0.009384567,0.072427471
1971,2,-3.492347519,-0.079525598,0.009265921,0.036496393
1971,3,-3.524954737,-0.077573482,0.009323839,0.086231523
1971,4,-3.550218976,-0.056462507,0.01245823,0.235316293
1971,5,-3.503624913,-0.034884356,0.00768693,0.263840779
1971,6,-3.50492331,-0.040179644,0.003348229,0.318397634
1971,7,-3.469429772,-0.054205233,0.004835097,0.209277681
1971,8,-3.489899837,-0.024407455,0.001784093,0.199534406
1971,9,-3.486752919,-0.023942724,0.005206894,0.154190984
1971,10,-3.452526946,-0.033779782,0.006951701,0.135384766
1971,11,-3.445730902,-0.014072143,0.011118723,0.090869454
1971,12,-3.528245156,-0.00490443,0.010780425,0.115867516
1972,1,-3.557344194,-0.012239085,0.00988343,0.091806793
1972,2,-3.589448103,-0.021720673,0.006740777,0.102619099
1972,3,-3.611014363,-0.044312556,0.006526378,0.068412779
1972,4,-3.62885138,-0.064381618,0.006710428,0.040451197
1972,5,-3.633557767,-0.059740997,0.009378529,0.096270838
1972,6,-3.613224575,-0.057310114,0.013596796,0.077598764
1972,7,-3.611920244,-0.056671468,0.010375307,0.112460886
1972,8,-3.645752669,-0.076232638,0.008652319,0.105387113
1972,9,-3.633142064,-0.072199079,0.005975257,0.100279752
1972,10,-3.648586922,-0.073231881,0.003982743,0.148523018
1972,11,-3.666551438,-0.050852302,0.001621467,0.195211407
1972,12,-3.677087232,-0.053083161,0.004143812,0.120740803
1973,1,-3.643225846,-0.048742473,0.00328818,0.062970455
1973,2,-3.601846922,-0.053128763,0.002719723,-0.013821929
1973,3,-3.588884853,-0.043174045,-0.002249614,-0.038049228
1973,4,-3.520796522,-0.020912094,-0.00445086,-0.099820014
1973,5,-3.506850582,-0.046927119,-0.006809759,-0.144084025
1973,6,-3.491454272,-0.045522838,-0.009028031,-0.137291186
1973,7,-3.527796033,-0.021070955,-0.003218819,-0.076248615
1973,8,-3.493565625,-0.035510649,-0.014652786,-0.157758079
1973,9,-3.548039841,-0.041648266,-0.011106753,-0.098375883
1973,10,-3.533424264,-0.026960137,-0.012691092,-0.113336388
1973,11,-3.383303519,-0.043163411,-0.01499601,-0.29303926
1973,12,-3.381519648,-0.033362926,-0.016468542,-0.29549984
1974,1,-3.376242841,-0.035243032,-0.020849219,-0.268621432
1974,2,-3.355225911,-0.016266344,-0.02493337,-0.228581116
1974,3,-3.326805708,-0.018642399,-0.027289382,-0.245443572
1974,4,-3.26583137,-0.015664728,-0.02227475,-0.233174963
1974,5,-3.210216017,0.003685781,-0.025455125,-0.253393611
1974,6,-3.173801383,0.010545374,-0.02594639,-0.266115075
1974,7,-3.100312863,-0.017404586,-0.031220622,-0.400837272
1974,8,-2.975134047,0.016055487,-0.026389176,-0.452595377
1974,9,-2.838130649,0.026877168,-0.034812519,-0.626146161
1974,10,-2.984905002,0.018668316,-0.037226738,-0.48054253
1974,11,-2.929487931,0.009660366,-0.038665553,-0.392109043
1974,12,-2.881962362,0.012285906,-0.039291848,-0.432759791
1975,1,-3.01993261,0.002116555,-0.035014257,-0.306542724
1975,2,-3.043874312,0.017032527,-0.03136159,-0.247769588
1975,3,-3.05877088,0.034636838,-0.024024889,-0.187521246
1975,4,-3.099524972,0.023457374,-0.026719068,-0.098764575
1975,5,-3.145525723,0.023580419,-0.023033272,0.001033762
1975,6,-3.157633805,0.048392618,-0.02421763,0.073871892
1975,7,-3.079617058,0.062870481,-0.029406441,0.087125918
1975,8,-3.061430321,0.035690468,-0.020370733,0.167744388
1975,9,-3.021442767,0.024014953,-0.016733185,0.254907799
1975,10,-3.071058148,0.029203197,-0.011882391,0.160685344
1975,11,-3.125439553,-0.006307194,-0.012638494,0.232625012
1975,12,-3.114237869,-0.020960561,-0.010698721,0.254769321
1976,1,-3.229354035,-0.009975389,-0.009746998,0.238265764
1976,2,-3.240451158,-0.042837913,-0.006585994,0.192138377
1976,3,-3.25963667,-0.048161074,-0.004673815,0.190388045
1976,4,-3.258499429,-0.061584312,-0.004656508,0.135115555
1976,5,-3.210198512,-0.0339198,-0.006803453,0.070308841
1976,6,-3.284188451,-0.099556946,-0.004409305,0.063783704
1976,7,-3.292166393,-0.121819237,0.001355217,0.127229062
1976,8,-3.250350156,-0.079352036,-0.002638963,0.147596103
1976,9,-3.272634277,-0.076364988,-0.001503228,0.212032167
1976,10,-3.254708877,-0.085292537,-0.002711339,0.136224194
1976,11,-3.194760274,0.010239457,0.002722998,0.119719246
1976,12,-3.24155515,0.022637488,0.002094271,0.188312645
1977,1,-3.186822405,0.03241605,-0.002342402,0.030357144
1977,2,-3.144549027,0.055840726,-0.008856248,0.002122558
1977,3,-3.118085999,0.059134136,-0.014010349,-0.039125496
1977,4,-3.122248215,0.065009146,-0.019205572,-0.02812702
1977,5,-3.0779365,0.06076389,-0.017088288,-0.026472949
1977,6,-3.11686714,0.100136035,-0.018702955,-0.023842567
1977,7,-3.096233663,0.121990584,-0.018863115,-0.029715529
1977,8,-3.057119371,0.108450172,-0.01669711,-0.038829755
1977,9,-3.032658674,0.131177144,-0.016581058,-0.061736116
1977,10,-2.982035386,0.145952163,-0.013841861,-0.077274659
1977,11,-2.994389811,0.105642761,-0.015979024,-0.04587357
1977,12,-2.9942528,0.101090737,-0.014866476,-0.097350948
1978,1,-2.894401439,0.123363885,-0.014851146,-0.115201544
1978,2,-2.863205954,0.121447924,-0.009931019,-0.104379601
1978,3,-2.893231812,0.106734392,-0.009610123,-0.064202899
1978,4,-2.950224361,0.128752803,-0.007504699,0.007733768
1978,5,-2.922012833,0.139821668,-0.010469153,0.036324628
1978,6,-2.882502669,0.15134631,-0.013258352,-0.028535229
1978,7,-2.927500028,0.15050259,-0.014574469,0.033916046
1978,8,-2.93042188,0.16155084,-0.01466293,0.086852184
1978,9,-2.921140007,0.132751503,-0.017057413,0.073704062
1978,10,-2.785857993,0.131625655,-0.020898523,-0.004702806
1978,11,-2.799958847,0.119366179,-0.018513116,-0.016029599
1978,12,-2.811659113,0.115236255,-0.016846766,-0.008989295
1979,1,-2.846004826,0.083931263,-0.016467312,0.091986702
1979,2,-2.775427742,0.097517345,-0.019048638,0.070196976
1979,3,-2.797977565,0.130717766,-0.018428852,0.09461239
1979,4,-2.789152082,0.119033584,-0.01938679,0.01761917
1979,5,-2.765264529,0.075094924,-0.019628709,-0.020596435
1979,6,-2.809230028,0.048707734,-0.017279245,0.033941111
1979,7,-2.810833997,0.048869382,-0.018557898,-0.009381712
1979,8,-2.861720454,0.015176892,-0.021446318,0.002071292
1979,9,-2.840467642,0.031385294,-0.022596003,0.007469703
1979,10,-2.739626614,0.041002842,-0.019739241,0.057365402
1979,11,-2.792178198,0.025356856,-0.021668018,0.077059068
1979,12,-2.771174818,0.060366991,-0.026026459,0.080590544
1980,1,-2.80910253,0.06319303,-0.031144932,0.084803997
1980,2,-2.804954734,0.021411461,-0.03195262,0.109687916
1980,3,-2.695112836,-0.036956747,-0.033007958,-0.074469447
1980,4,-2.751913208,-0.058144305,-0.028232013,-0.033530445
1980,5,-2.81028938,-0.063409985,-0.025491988,0.040060714
1980,6,-2.829933666,-0.048693797,-0.027293568,0.029350742
1980,7,-2.892161573,-0.046096563,-0.018673832,0.089204113
1980,8,-2.906365147,-0.043181578,-0.017663314,0.054694927
1980,9,-2.926825016,-0.053508874,-0.016043517,0.0850299
1980,10,-2.953054628,-0.085840532,-0.016718752,0.178451753
1980,11,-3.048632554,-0.085654388,-0.015971235,0.217133526
1980,12,-3.038134615,-0.151960686,-0.011239655,0.161810369
1981,1,-3.035878531,-0.204794807,-0.00270033,0.06889574
1981,2,-3.016623845,-0.166687683,0.002830312,0.09278659
1981,3,-3.040225162,-0.120948121,0.011122191,0.270879951
1981,4,-3.027504499,-0.108344809,0.013759525,0.214546355
1981,5,-3.010428408,-0.07660877,0.01912898,0.171625482
1981,6,-2.950086306,-0.042209578,0.028530317,0.128954747
1981,7,-2.949016308,-0.060217317,0.024591004,0.047702343
1981,8,-2.862258069,-0.043704426,0.030546247,-0.032244745
1981,9,-2.733940424,0.01002153,0.034062651,-0.11992319
1981,10,-2.761085262,0.05406364,0.043969993,-0.076600755
1981,11,-2.776948511,0.080015583,0.050072929,-0.131299771
1981,12,-2.707268882,0.147011979,0.051836994,-0.119266383
1982,1,-2.687606163,0.185709698,0.054350985,-0.096734079
1982,2,-2.627271761,0.165875893,0.059981163,-0.153693279
1982,3,-2.602249512,0.165507311,0.065566463,-0.200979012
1982,4,-2.637073419,0.173852504,0.068593909,-0.147453321
1982,5,-2.595947784,0.152999835,0.066090407,-0.189555403
1982,6,-2.603297612,0.07150853,0.058655877,-0.203863114
1982,7,-2.575318177,0.08485027,0.062613045,-0.215476964
1982,8,-2.659807136,0.088592437,0.063029226,-0.046235629
1982,9,-2.731045134,-0.020650867,0.063451105,0.039570569
1982,10,-2.870535266,-0.079031498,0.056390346,0.085539622
1982,11,-2.917605293,-0.095804204,0.057273005,0.097504796
1982,12,-2.952349795,-0.150685726,0.062574865,0.145294423
1983,1,-2.971567857,-0.122524924,0.062622323,0.211390959
1983,2,-3.005191078,-0.129759489,0.061799558,0.296501596
1983,3,-3.037348055,-0.143866646,0.057269863,0.338079139
1983,4,-3.118603559,-0.163774088,0.050207304,0.36102517
1983,5,-3.141882857,-0.180086306,0.04991162,0.408143001
1983,6,-3.170161579,-0.132003155,0.056463726,0.475999696
1983,7,-3.138717652,-0.138432174,0.05452058,0.467392812
1983,8,-3.161904597,-0.183684222,0.053571258,0.359886235
1983,9,-3.158963093,-0.113411479,0.053122864,0.356099143
1983,10,-3.132053321,-0.085675919,0.054896415,0.218545357
1983,11,-3.161268026,-0.093867352,0.051574814,0.191294245
1983,12,-3.146247377,-0.071497369,0.047093004,0.16451408
1984,1,-3.134177636,-0.097249105,0.04392952,0.107975181
1984,2,-2.942472927,0.044813704,0.040950775,0.033487242
1984,3,-2.949490251,0.047517258,0.039992801,0.01070079
1984,4,-2.917588084,0.093019461,0.043248512,-0.055342913
1984,5,-2.860380061,0.110819216,0.047303127,-0.115015221
1984,6,-2.716653572,0.261425389,0.048219964,-0.128079645
1984,7,-2.677131866,0.282724509,0.049175953,-0.112362099
1984,8,-2.753324387,0.329744257,0.049033839,-0.017067802
1984,9,-2.728100724,0.334662865,0.050230137,-0.032902431
1984,10,-2.683145766,0.378625718,0.05273085,-0.004168486
1984,11,-2.641673772,0.410678374,0.055006961,-0.040097226
1984,12,-2.635577004,0.435767757,0.055100738,-0.005677346
1985,1,-2.674323697,0.480685192,0.058016434,0.087511334
1985,2,-2.769814501,0.25968744,0.056891396,0.147817039
1985,3,-2.74528154,0.272951256,0.053983508,0.13099428
1985,4,-2.74978418,0.232186878,0.053263558,0.126363532
1985,5,-2.755882996,0.275417763,0.051242876,0.232535773
1985,6,-2.713756485,0.16601863,0.049360946,0.227304374
1985,7,-2.697477649,0.162814841,0.049368092,0.248363214
1985,8,-2.697429424,0.1328562,0.048568805,0.142166871
1985,9,-2.660634003,0.106903266,0.047986998,0.107005365
1985,10,-2.725778667,0.042036973,0.043682062,0.148109526
1985,11,-2.741565441,0.059059962,0.039733961,0.221428039
1985,12,-2.771772733,0.040172762,0.037084807,0.237041131
1986,1,-2.804966906,-0.023559124,0.035346773,0.165832853
1986,2,-2.873776675,0.067433036,0.042318654,0.226342757
1986,3,-2.931613486,0.050334032,0.05047141,0.288604469
1986,4,-2.90424752,0.083097841,0.055011901,0.290902879
1986,5,-2.983167802,0.008611987,0.054297829,0.285288859
1986,6,-3.089484748,-0.137402902,0.051296904,0.2828449
1986,7,-2.999456349,-0.122338283,0.052159582,0.228253557
1986,8,-3.03431936,-0.089212393,0.051292855,0.294663601
1986,9,-2.932629595,-0.071015208,0.048027086,0.252867471
1986,10,-2.924622829,0.006991283,0.048917183,0.258128929
1986,11,-2.967143697,-0.067490719,0.048578008,0.208257755
1986,12,-2.883397541,-0.026019294,0.048830201,0.140041014
1987,1,-2.970609835,0.024225747,0.043863146,0.239869567
1987,2,-2.979957906,0.049876825,0.036536276,0.20560505
1987,3,-2.965710474,0.079344496,0.026187853,0.163681882
1987,4,-2.936009919,0.065259632,0.018213656,0.148738471
1987,5,-2.940358924,0.094749314,0.016334081,0.103438129
1987,6,-3.026260121,0.147561512,0.017900137,0.131694282
1987,7,-3.064956255,0.119941928,0.014663377,0.231042042
1987,8,-3.110548651,0.083341784,0.011329175,0.203182607
1987,9,-3.060895423,0.093577787,0.010645655,0.267625191
1987,10,-2.813722592,0.025963032,0.010340005,-0.026685948
1987,11,-2.740136807,0.049748845,0.009980761,-0.114695054
1987,12,-2.850322094,-0.043390576,0.009890528,-0.020250456
1988,1,-2.895743587,-0.074875877,0.012313708,-0.095956913
1988,2,-2.933243398,-0.099215657,0.01361349,-0.094074104
1988,3,-2.920749248,-0.140167317,0.013484047,-0.132637339
1988,4,-2.910020934,-0.133383169,0.013884244,-0.10632953
1988,5,-2.858469253,-0.082974547,0.015311384,-0.109092301
1988,6,-2.875560144,-0.008506904,0.014695064,-0.104354607
1988,7,-2.854722402,-0.00109479,0.013604,-0.155353117
1988,8,-2.818308177,0.014013627,0.015845698,-0.220234514
1988,9,-2.877626234,-0.035909305,0.016067509,-0.16443639
1988,10,-2.860158142,0.005795995,0.01543887,0.107911922
1988,11,-2.800594149,0.050035319,0.017664123,0.169491437
1988,12,-2.678800743,0.223831553,0.018390816,0.118702093
1989,1,-2.708385734,0.255944145,0.018609326,0.133103846
1989,2,-2.714536819,0.220629863,0.018570582,0.066057622
1989,3,-2.747101771,0.215909816,0.019418897,0.10440431
1989,4,-2.81265655,0.178436935,0.020124107,0.139384164
1989,5,-2.854412609,0.122510323,0.020645762,0.174446073
1989,6,-2.863573812,0.076267275,0.0246586,0.11977663
1989,7,-2.908907394,0.094501742,0.028361023,0.201786914
1989,8,-2.908699587,0.110261042,0.032455221,0.25376338
1989,9,-2.90865469,0.134442602,0.036248389,0.218584308
1989,10,-2.921555111,0.058229721,0.035488723,0.1720767
1989,11,-2.955382574,-1.89E-05,0.035127124,0.205518475
1989,12,-3.120266479,-0.280622238,0.035002185,0.204042253
1990,1,-3.031039782,-0.306342063,0.029911468,0.063448809
1990,2,-3.039852529,-0.276141311,0.028935613,0.095907158
1990,3,-3.056604769,-0.257639305,0.028923787,0.097837668
1990,4,-3.026144886,-0.232393718,0.034089632,0.028457343
1990,5,-3.128165798,-0.241577274,0.036343303,0.075041954
1990,6,-3.105609389,-0.211572233,0.032565627,0.074286154
1990,7,-3.144060285,-0.29187073,0.03093976,-0.014513683
1990,8,-3.026555708,-0.304225975,0.022591378,-0.139026128
1990,9,-2.982107052,-0.320309992,0.016975692,-0.197414419
1990,10,-2.965953662,-0.275179922,0.015753672,-0.180552887
1990,11,-3.05028127,-0.275329448,0.014702202,-0.134171784
1990,12,-3.08493748,-0.130913558,0.016190105,-0.121524584
1991,1,-3.2145542,-0.216278411,0.019988046,0.006623282
1991,2,-3.294058509,-0.225938314,0.022306486,0.064698877
1991,3,-3.34407174,-0.248111384,0.024288498,0.074040027
1991,4,-3.349471088,-0.253825678,0.022770608,0.104001381
1991,5,-3.383359024,-0.232794177,0.020053083,0.055769298
1991,6,-3.369650198,-0.279455925,0.020421872,0.018408046
1991,7,-3.434044178,-0.243714673,0.02090514,0.078016138
1991,8,-3.514523722,-0.305843346,0.025144093,0.211452352
1991,9,-3.492561346,-0.2787286,0.027692627,0.261694945
1991,10,-3.519339041,-0.28665777,0.02966072,0.295916445
1991,11,-3.48249446,-0.2706989,0.027207009,0.191782218
1991,12,-3.588365762,-0.265758107,0.024292309,0.264938462
1992,1,-3.592922541,-0.18876916,0.02701201,0.216745163
1992,2,-3.608424374,-0.186504764,0.022890335,0.154595047
1992,3,-3.565205533,-0.151078012,0.018339006,0.097954148
1992,4,-3.59196626,-0.160398956,0.016293557,0.10926782
1992,5,-3.618515765,-0.185246198,0.015922202,0.076379584
1992,6,-3.583657979,-0.138842155,0.01429869,0.102560842
1992,7,-3.626448682,-0.123813286,0.011837855,0.094853836
1992,8,-3.600850868,-0.06627967,0.009934651,0.046981947
1992,9,-3.608681482,-0.068700311,0.009489722,0.07414699
1992,10,-3.625790211,-0.065356224,0.005520217,0.067374638
1992,11,-3.66244964,-0.055540763,0.005422696,0.149760041
1992,12,-3.681452993,-0.055300979,0.005855885,0.062660656
1993,1,-3.688261762,-0.04693507,0.001287363,0.073111835
1993,2,-3.686737614,-0.03981588,0.000802707,0.063242267
1993,3,-3.69939418,-0.045349422,0.001455178,0.113276692
1993,4,-3.670623396,-0.033493246,-0.000689511,0.070305761
1993,5,-3.69148054,-0.002813948,-0.001243275,0.094780079
1993,6,-3.683735617,-0.001857944,0.000245421,0.123038081
1993,7,-3.679360965,0.006491293,0.001684855,0.084329428
1993,8,-3.712126874,0.008856601,0.001661786,0.144264593
1993,9,-3.709557577,0.007195434,0.002426977,0.132264851
1993,10,-3.710854114,0.026114131,0.001732973,0.135340384
1993,11,-3.682677402,0.032689828,0.002655831,0.07776193
1993,12,-3.686898116,0.04715699,0.001452629,0.077343098
1994,1,-3.706949122,0.055137835,0.003833346,0.098080947
1994,2,-3.672366341,0.061238525,0.003819602,0.071965884
1994,3,-3.629517819,0.045491599,0.004104532,0.001798419
1994,4,-3.612620461,0.072392908,0.005827638,0.041013454
1994,5,-3.610912596,0.073856438,0.007434989,0.019956881
1994,6,-3.587999073,0.053955779,0.006035217,-0.014502612
1994,7,-3.615494138,0.050841273,0.003735123,0.013522534
1994,8,-3.626762456,0.074411611,0.003662693,0.015301678
1994,9,-3.593000948,0.083907472,0.004147952,-0.005505275
1994,10,-3.609811212,0.072843615,0.0092006,-0.0015019
1994,11,-3.497707247,0.133048486,0.009746099,-0.022103969
1994,12,-3.487172845,0.141539884,0.011839089,-0.028056625
1995,1,-3.487848672,0.150196935,0.012273136,-0.038794806
1995,2,-3.5145721,0.151221372,0.013597428,0.022753416
1995,3,-3.521162406,0.173859673,0.015585064,0.09464069
1995,4,-3.544127104,0.147979317,0.015339756,0.107970236
1995,5,-3.512216674,0.200311705,0.016335183,0.131010218
1995,6,-3.52176177,0.228178656,0.019343915,0.191060578
1995,7,-3.470283149,0.317860952,0.02373679,0.20328413
1995,8,-3.486923442,0.28195573,0.026148066,0.17225288
1995,9,-3.514569671,0.277993295,0.027466498,0.228888373
1995,10,-3.458942506,0.319169543,0.025773416,0.199279035
1995,11,-3.508688713,0.240931246,0.028259178,0.281409515
1995,12,-3.517848369,0.224635711,0.029408117,0.284542984
1996,1,-3.491990566,0.252982511,0.027661629,0.287110513
1996,2,-3.508404385,0.242323237,0.028312981,0.265660592
1996,3,-3.50875417,0.231986999,0.025772587,0.249073664
1996,4,-3.530187095,0.232986551,0.025422601,0.24792495
1996,5,-3.601092869,0.126151717,0.024283824,0.241955953
1996,6,-3.610016701,0.090282788,0.02491764,0.205229692
1996,7,-3.598795626,-0.047663774,0.023004984,0.107837848
1996,8,-3.638668719,-0.048348339,0.023118125,0.129344681
1996,9,-3.666309795,-0.033978962,0.022004238,0.143010359
1996,10,-3.700444339,-0.099349595,0.021601288,0.166564367
1996,11,-3.792377757,-0.121153604,0.018957529,0.184827064
1996,12,-3.784278315,-0.131641856,0.018007693,0.157258975
1997,1,-3.877783591,-0.220522836,0.020905262,0.18575557
1997,2,-3.853572696,-0.197884656,0.021000622,0.168265827
1997,3,-3.805353473,-0.204546748,0.02404719,0.114059937
1997,4,-3.843704962,-0.199964145,0.026345458,0.134741777
1997,5,-3.912197177,-0.15231358,0.029584248,0.178589941
1997,6,-3.87195092,-0.053979685,0.028675325,0.228558524
1997,7,-3.929220256,0.009652301,0.029141974,0.359545184
1997,8,-3.869281549,0.040658457,0.029183565,0.291929784
1997,9,-3.901521885,0.040111191,0.02987269,0.295332876
1997,10,-3.847770097,0.081495126,0.030557932,0.249923881
1997,11,-3.813991674,0.177574157,0.032871075,0.22100822
1997,12,-3.81439889,0.200748886,0.034309296,0.25268082
1998,1,-3.818314519,0.244733701,0.035399638,0.206991669
1998,2,-3.898535194,0.214885363,0.036682673,0.279916712
1998,3,-3.934177162,0.229274099,0.036936155,0.377470704
1998,4,-3.935348278,0.233939745,0.036337515,0.344933521
1998,5,-3.89670708,0.242050718,0.032972635,0.246665826
1998,6,-3.968965734,0.122443962,0.033391774,0.238175484
1998,7,-3.938896421,0.114883986,0.033113655,0.14384273
1998,8,-3.769237862,0.092972626,0.033955493,0.015736497
1998,9,-3.860036716,0.044433238,0.035415828,0.023796448
1998,10,-3.915044525,0.040721293,0.034455827,0.127739191
1998,11,-4.042139493,-0.09050611,0.033039614,0.155049179
1998,12,-4.089284272,-0.09268221,0.03141468,0.198815636
1999,1,-4.130310786,-0.097910314,0.030038409,0.230035954
1999,2,-4.093268322,-0.089304254,0.030278053,0.121975829
1999,3,-4.114970105,-0.088596284,0.029492797,0.108391244
1999,4,-4.114669187,-0.058769234,0.023496639,0.136751096
1999,5,-4.09403462,-0.068989922,0.024743303,0.144872001
1999,6,-4.040696639,0.071511768,0.025871454,0.16067506
1999,7,-3.996796502,0.072479985,0.023894565,0.148587703
1999,8,-3.955986831,0.102548996,0.022324292,0.308256875
1999,9,-3.91904983,0.138319968,0.018074368,0.216998402
1999,10,-3.99453645,0.111143756,0.019428712,0.208884141
1999,11,-3.989960052,0.216716182,0.019332689,0.182868142
1999,12,-4.054097801,0.214498862,0.019320297,0.196514706
2000,1,-3.999385997,0.227571507,0.019389084,0.114807693
2000,2,-4.009652979,0.241986326,0.015495829,0.17634811
2000,3,-4.041191219,0.243716314,0.010717751,0.18736127
2000,4,-3.985153406,0.199155014,0.018276499,0.088058151
2000,5,-3.929905544,0.214057489,0.018702946,0.069383459
2000,6,-4.069670666,0.016295284,0.013468854,0.06220805
2000,7,-4.055006033,-0.000671592,0.015150982,0.074724772
2000,8,-4.147484951,-0.04844192,0.018642755,0.158736731
2000,9,-4.023724675,0.010510281,0.019418691,0.13291327
2000,10,-3.922993775,0.100118339,0.021170212,0.04816433
2000,11,-3.747740838,0.124959173,0.022683521,-0.09396261
2000,12,-3.745581505,0.12956421,0.023855262,-0.155604876
2001,1,-3.779132696,0.119276693,0.021813657,-0.078391098
2001,2,-3.683396828,0.096936183,0.02323262,-0.204493274
2001,3,-3.636135035,0.055772457,0.028673297,-0.323271005
2001,4,-3.740168389,0.033905108,0.024595313,-0.187607452
2001,5,-3.75244495,0.012585338,0.01945739,-0.141685904
2001,6,-3.749966126,0.092730603,0.021808732,-0.203727694
2001,7,-3.748668023,0.086483544,0.025146164,-0.196578376
2001,8,-3.672770452,0.118613646,0.023253827,-0.331012235
2001,9,-3.664258691,-0.038060576,0.021660776,-0.372226172
2001,10,-3.781252559,-0.200344107,0.023370397,-0.319547104
2001,11,-3.977795381,-0.386237707,0.022246128,-0.137629473
2001,12,-4.052440155,-0.458257323,0.022136605,-0.134168064
2002,1,-4.0563587,-0.474798777,0.022190929,-0.180408975
2002,2,-4.034531197,-0.469153732,0.019742254,-0.100480107
2002,3,-4.097317183,-0.468541615,0.013514394,0.009121175
2002,4,-4.059068485,-0.459551762,0.009508483,-0.123533919
2002,5,-4.06886066,-0.474596746,0.012224747,-0.141228685
2002,6,-3.977289785,-0.441478358,0.011858612,-0.195591713
2002,7,-3.911090545,-0.446261078,0.006437927,-0.264017636
